Sea_Otters,NOrthern_Abalone,Sum
0.029580073415279965,0.26001988085864336,0.2895999542739233
0.029580073415279965,0.2862248485956942,0.31580492201097415
0.035603756258822894,0.31372911225770805,0.34933286851653095
0.042804824908230246,0.3423253527222408,0.385130177630471
0.051391619076351626,0.37175396033689107,0.4231455794132427
0.06159984208208578,0.4107327044205918,0.4723325465026776
0.029580073415279965,0.4522911501788155,0.48187122359409545
0.035603756258822894,0.49495996028966766,0.5305637165484905
0.042804824908230246,0.5381621494102127,0.5809669743184429
0.030864742221338847,0.5821156409278531,0.6129803831491919
0.029580073415279965,0.6259205551041876,0.6555006285194677
0.035603756258822894,0.6540149408323234,0.6896186970911462
0.042804824908230246,0.6804004709458987,0.723205295854129
0.051391619076351626,0.7207023541322715,0.772093973208623
0.06159984208208578,0.7586426485584081,0.8202424906404939
0.07369196256158063,0.793765514824524,0.8674574773861046
0.08795440649889065,0.8075476687662989,0.8955020752651895
0.10469164137139214,0.8189950709907515,0.9236867123621437
0.1242161479940927,0.8466903853751945,0.9709065333692872
0.1468332945882101,0.851430272078043,0.9982635666662532
0.029580073415279965,0.8626885269320934,0.8922686003473734
0.029580073415279965,0.873019822102138,0.902599895517418
0.029580073415279965,0.8824319354163416,0.9120120088316216
0.029580073415279965,0.8909508307043476,0.9205309041196276
0.029580073415279965,0.9188119999960923,0.9483920734113723
0.029580073415279965,0.9441191461354083,0.9736992195506883
0.029580073415279965,0.9456823067457278,0.9752623801610079
0.019254184412498345,0.9690672145899948,0.9883213990024932
0.029580073415279965,0.967561294996967,0.997141368412247
0.029580073415279965,0.9662331495195817,0.9958132229348617
0.029580073415279965,0.9867339349898601,1.01631400840514
0.029580073415279965,1.0049545349049034,1.0345346083201834
0.029580073415279965,1.0210721876797302,1.0506522610950102
0.0211740060957353,1.013119205370347,1.0342932114660823
0.029580073415279965,1.0056948961027752,1.0352749695180552
0.029580073415279965,1.0217383113443288,1.0513183847596088
0.029580073415279965,1.0358640987757148,1.0654441721909949
0.029580073415279965,1.048253800061532,1.077833873476812
0.029580073415279965,1.035809607254814,1.065389680670094
0.029580073415279965,1.0482037159796445,1.0777837893949245
0.035603756258822894,1.0585879138745604,1.0941916701333834
0.042804824908230246,1.0436188411709326,1.0864236660791629
0.051391619076351626,1.053344588038651,1.1047362071150026
0.06159984208208578,1.0376782059532281,1.099278048035314
0.07369196256158063,1.0463749114526886,1.1200668740142692
0.08795440649889065,1.0527997123832278,1.1407541188821184
0.10469164137139214,1.0570165201163324,1.1617081614877245
0.1242161479940927,1.0357933286664092,1.1600094766605018
0.029580073415279965,1.0475499024720574,1.0771299758873374
0.029580073415279965,1.0580442798111098,1.0876243532263898
0.029580073415279965,1.0673510945989242,1.0969311680142042
0.029580073415279965,1.0519170398697606,1.0814971132850406
0.029580073415279965,1.0388537708987344,1.0684338443140144
0.035603756258822894,1.0503880361063587,1.0859917923651816
0.042804824908230246,1.0599338588194127,1.102738683727643
0.029580073415279965,1.0692300588902426,1.0988101323055226
0.017531222864011035,1.0545603487106252,1.0720915715746362
0.029580073415279965,1.0412269346814407,1.0708070080967207
0.035603756258822894,1.0525133929060002,1.0881171491648232
0.042804824908230246,1.0617925594588828,1.104597384367113
0.051391619076351626,1.0691719265913708,1.1205635456677225
0.029580073415279965,1.0771843684849047,1.1067644419001847
0.029580073415279965,1.0603420797203262,1.0899221531356063
0.029580073415279965,1.0695725376924334,1.0991526111077135
0.029580073415279965,1.0776137298826014,1.1071938032978814
0.017880433544816603,1.0854973811089383,1.103377814653755
0.029580073415279965,1.0914677539921447,1.1210478274074247
0.029580073415279965,1.0966214998583055,1.1262015732735855
0.029580073415279965,1.1010645637456424,1.1306446371609224
0.029580073415279965,1.104889985992397,1.134470059407677
0.029580073415279965,1.108178526602085,1.137758600017365
0.029580073415279965,1.086582250636406,1.116162324051686
0.021807673053782853,1.09298219867898,1.114789871732763
0.029580073415279965,1.0738013533567998,1.1033814267720798
0.029580073415279965,1.0813281023467842,1.1109081757620642
0.029580073415279965,1.0639334237549067,1.0935134971701868
0.035603756258822894,1.0487239937104407,1.0843277499692636
0.042804824908230246,1.0584834241597723,1.1012882490680025
0.051391619076351626,1.0428591983614126,1.0942508174377643
0.029580073415279965,1.0310900859623802,1.0606701593776602
0.029580073415279965,1.02104670199817,1.05062677541345
0.029580073415279965,1.0124466679749278,1.0420267413902078
0.029580073415279965,1.0276459862974052,1.0572260597126852
0.029580073415279965,1.0181457087016463,1.0477257821169264
0.029580073415279965,1.0326857503593925,1.0622658237746725
0.019338931438583878,1.023226310309923,1.042565241748507
0.029580073415279965,1.0144018403617334,1.0439819137770134
0.017897445193578644,1.0076362202987936,1.0255336654923723
0.029580073415279965,1.0009983974654586,1.0305784708807386
0.035603756258822894,0.9948206456868653,1.0304244019456883
0.042804824908230246,1.011164565341226,1.0539693902494562
0.051391619076351626,1.0249179949270237,1.0763096140033754
0.0359314832491982,1.0380799493491264,1.0740114325983245
0.043196132622235296,1.0260269828715467,1.069223115493782
0.051857548488870975,1.0150644560735387,1.0669220045624097
0.029580073415279965,1.0072067642226803,1.0367868376379603
0.029580073415279965,1.0229629527320832,1.0525430261473632
0.029580073415279965,1.0368702469321829,1.066450320347463
0.021579270919406215,1.049690242404717,1.0712695133241232
0.020758628791645903,1.03769060029501,1.0584492290866558
0.029580073415279965,1.049890824611786,1.079470898027066
0.02546039552532496,1.0608558370413705,1.0863162325666955
0.018177230473207465,1.047432928012774,1.0656101584859816
0.021926542448589326,1.059006056488205,1.0809325989367942
0.029580073415279965,1.0685271314353546,1.0981072048506346
0.029580073415279965,1.0767795574040482,1.1063596308193282
0.029580073415279965,1.0839204965109022,1.1135005699261822
0.029580073415279965,1.090090469665996,1.1196705430812761
0.029580073415279965,1.0713394551843434,1.1009195285996234
0.02028820220505342,1.0561544107951144,1.0764426130001679
0.029580073415279965,1.0660026876043087,1.0955827610195887
0.029580073415279965,1.074560311287137,1.104140384702417
0.0188669541316427,1.082802221147695,1.1016691752793377
0.029580073415279965,1.0652138570338208,1.0947939304491008
0.029580073415279965,1.073885069199275,1.103465142614555
0.01728043441346561,1.0585588774203953,1.075839311833861
0.020848340229056142,1.0687805464698876,1.0896288866989439
0.025135779439054665,1.0773579791291181,1.1024937585681729
0.030280119434524723,1.0605646299511882,1.090844749385713
0.03644148669832266,1.0693246729974304,1.105766159695753
0.043804981602288476,1.0763376836987235,1.120142665301012
0.05258236485652195,1.0579176336229623,1.1104999984794843
0.06301277999948408,1.041459989036353,1.1044727690358371
0.07536192107940955,1.0264741258103807,1.1018360468897903
0.08991888579937315,1.0125383616369654,1.1024572474363385
0.08171418332489297,1.0010859003118908,1.0828000836367837
